Sample Name	Number of Mutations	Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30
TCGA-BR-4183-01A-02D-1126-08	60	0.7536543999618013	1.2256545707781525e-11	1.7073951466227628e-10	9.414856083519917e-15	2.1266636936597297e-10	1.8126013158422207e-09	0.023855934665032837	1.0790017728259913e-11	3.293448864218961e-11	0.005013024244340964	0.0013338545697843952	1.388008523937243e-10	8.092090676711316e-12	3.9261486911571904e-10	2.1782014673807695e-15	3.567610879196708e-11	0.06255202842348472	0.037315022717662016	3.609202666478556e-12	3.1807354129109196e-11	1.1357535887556157e-10	1.459889084651498e-10	1.1525613971953991e-11	0.00685257984837679	5.173925705768101e-12	1.789054974990336e-10	6.703621278454847e-12	0.051057489655701074	6.803672622783658e-10	0.05836566190897545
TCGA-BR-4191-01A-02D-1126-08	242	0.03099572802259212	0.014655368436598726	0.4880368729325123	0.017323996144463828	1.2034078631839476e-10	0.17570569311857187	0.1170503721868559	1.3454154838406658e-09	5.47235083077178e-13	0.0033073815614594235	6.945428390408719e-10	1.6358305089632656e-10	0.03901082084682636	4.813484822838103e-10	0.02998130610979457	3.092717199390168e-11	1.9875726390159859e-10	3.3615274635312903e-10	3.1993803294906333e-12	3.504933693971866e-08	3.3797081835899335e-10	3.146681463844391e-10	6.445200453879441e-11	0.08168525775511552	3.8264235309482766e-12	1.9046372921303994e-09	2.4015169100478304e-10	0.0022471615068029808	8.67869856625847e-12	7.986978580963371e-11
TCGA-BR-4255-01A-01D-1126-08	65	0.5939984416903078	9.58917029920344e-14	3.605333827549686e-10	1.8095176524133445e-10	2.037472723584103e-09	1.3842211068346373e-12	0.08970853742283055	2.777413461753296e-10	8.268357448649729e-15	0.016263350587878825	0.01285691550750121	6.965673732216102e-13	2.0415479880185615e-10	1.4204853565081867e-11	1.454978691309518e-09	0.06295164821726446	0.017996200119546554	2.0037456042468249e-10	2.8186663658496154e-12	5.541273644053605e-11	1.9278227845339035e-09	0.030257154700973385	1.632548794507325e-10	3.887329909986433e-11	1.2497191729956194e-11	0.17596774408705537	8.715279198785501e-11	1.0441225564700944e-11	2.7809417313617644e-11	6.079616195478468e-10
TCGA-BR-4267-01A-01D-1126-08	105	0.30036160701967024	2.576993283567577e-11	0.43076500278506585	9.275417885161755e-08	4.624575068541695e-09	0.03156175294548427	6.308790534813505e-11	1.7982872233232448e-10	0.01033610349744938	2.3821617618480833e-08	2.035352301375043e-13	3.826202489522482e-14	0.08878168882592648	1.0155307024572402e-10	6.062880907234755e-11	1.2846150447614866e-10	0.03348435219566583	1.5800790010850204e-10	3.6962724610472186e-10	3.859033526959379e-09	0.0022727568235235353	0.06242463287226993	6.124974630788369e-10	0.008740696634832896	1.6364770633961474e-09	7.260078308195907e-10	2.2512068008556505e-11	0.03127126845441877	7.027337530158615e-09	1.7742488216990226e-09
TCGA-BR-4294-01A-01D-1126-08	36	0.040529461809319454	3.57531746109821e-07	0.2911383777842027	5.7375438990020915e-05	5.087798284414689e-07	1.3231337619049995e-06	7.401472377340055e-06	0.11429630174571176	2.3379456280631197e-09	1.1680255114144725e-06	0.1683382233590308	2.5918205149469297e-08	1.532690700857689e-09	6.313939600805035e-06	0.20748453829018773	8.437495635037985e-10	8.476083626014716e-10	0.033957771527494955	9.145624979133235e-05	1.7091390118286645e-08	2.950373915110449e-09	4.00195548302543e-10	0.13572507229847292	8.329873659316487e-07	2.7849878565363065e-07	7.225366300167498e-09	0.008362043972200457	2.3588527757604505e-07	3.724222941751865e-08	8.608805881361992e-07
TCGA-BR-4357-01A-01D-1158-08	265	0.2117256677676854	0.017797685530065183	0.10622281605959784	2.9687782298383487e-08	1.3114317367556356e-07	5.5731279827771263e-08	0.050374262740243037	0.042405985060702076	0.021520939190792465	0.005019052037360036	2.62866680901593e-12	1.7337085964381359e-09	0.1119358850729255	1.98948787209419e-10	0.04679262686219367	2.007734020788064e-09	0.2725849774902164	1.2355039649845418e-10	3.486752037853901e-09	0.04312445304735683	1.4289083400440015e-10	0.0021443277344079855	0.0010296387851181112	0.04676729952587991	2.40270444820018e-09	2.783557473653568e-09	7.434158457765021e-12	9.077319669841069e-12	0.020554153263033444	3.7119942424402836e-10
TCGA-BR-4366-01A-01D-1158-08	155	0.48650598315978943	3.2749861423732136e-11	0.10557666242741184	2.542784416700825e-09	0.1252918596711794	2.6303765888592984e-13	6.256455033338259e-08	1.6604241003919728e-10	1.4389607153646576e-08	5.839564166020673e-11	0.010514063909181462	8.165255101126979e-10	0.07629995117804124	5.1328505271963584e-11	2.438742997130996e-10	8.651991965203466e-10	0.13736148846509955	2.9956233924790215e-11	6.975775836976016e-10	4.255036020951471e-11	5.061970326373981e-10	6.132111339392061e-11	0.020831630185626344	0.031650671122437656	5.894203763088187e-10	1.7239034273792619e-09	0.005967598691573818	7.335788794825349e-10	3.420289471317084e-10	4.731805016698609e-09
TCGA-BR-4369-01A-01D-1158-08	201	0.34656406046009847	0.02262618706052483	0.025009132572497	0.007945084580060336	2.4650216699922944e-14	3.274646260119287e-10	0.04425514805268136	2.6617374340298664e-10	2.54325666361308e-10	0.009487528517498312	1.187894332190565e-12	9.80421874313401e-11	0.03096195975636654	1.3790765155403605e-10	0.09838930812625536	1.3912343305170992e-12	0.36641530549881607	0.03549851268655727	6.4420951509208615e-12	5.0237644610777294e-11	1.2090312130454482e-10	0.009387115872666978	1.1043261062636879e-11	1.268253288338073e-07	3.954525792863684e-11	2.5046469270990182e-11	0.0034605284374000012	6.661424277852711e-11	1.4689277276334904e-10	6.113015219764231e-15
TCGA-BR-6454-01A-11D-1800-08	166	0.36396270652226503	0.01457774834239915	0.1952352954245618	2.8760733061393996e-08	1.3223637713488524e-09	1.6171709096419958e-08	1.26704503721695e-10	2.0833076387023417e-10	0.0003177899150232761	0.044927358819494716	3.5533320907197447e-10	2.3375163475266256e-17	0.05680859793436223	3.7251386779619706e-09	0.055267901524773365	5.538754755591414e-11	0.13889463883004308	0.03960727213928878	0.020169754813868734	3.1124927346233474e-10	0.04315376858383134	0.02173556468200886	1.0457315933581543e-08	0.005341534217196935	1.6756765681104267e-10	4.310381459767543e-09	3.522312170213716e-11	8.174877120312531e-11	2.0141107939437566e-09	1.4758473249046864e-10
TCGA-BR-6456-01A-11D-1800-08	46	0.4029049619862863	0.020186803840922314	2.8637018174841217e-10	1.405465958485082e-11	5.920862734946969e-14	3.1387881719408324e-12	6.125973024856036e-12	6.800771294171736e-11	0.14344889076969844	0.0015880942544976566	1.0002078243445034e-08	1.707620668174684e-06	0.017621134188092417	5.131047068575208e-13	1.603172482765626e-10	2.5717294416027945e-09	0.00807820926187454	5.4925973558907435e-18	3.046279842716913e-13	0.03619793697664813	0.07261605278548379	3.486727684030818e-11	0.03126400014224363	0.2660921936257963	3.1631644795117475e-10	2.5558908105534534e-10	5.05254314279016e-11	2.0231477657997594e-10	2.7405015696170795e-10	3.014259499879358e-10
TCGA-BR-6564-01A-12D-1882-08	34	0.4688217031613056	0.0055247159706528284	2.344373182722395e-13	3.794392373909445e-12	1.2303022900577226e-10	0.06384938603861444	0.24302425066357228	0.08327002916631111	2.960726896806774e-11	1.126065628424875e-12	4.583499631195428e-10	9.16076479673815e-13	0.027457646853804047	8.561491588425959e-10	1.5633594972903808e-09	0.06396415350151445	2.3144210028065437e-10	0.023025414500834895	6.779444718936004e-12	4.125960246386352e-11	8.758594527572478e-09	1.1297021857275681e-10	4.636752835447973e-13	4.4610319323921016e-08	1.0581597678098423e-11	2.019639513837803e-09	2.4148397174046415e-12	0.02106263591636843	5.306470867099294e-09	8.951908075350525e-11
TCGA-BR-6565-01A-11D-1800-08	162	0.2737377389989646	1.518607048310846e-11	0.4028991148599424	2.9622488315652764e-10	7.880482061832237e-12	0.11340161162000474	0.03187428440480686	2.1017027661669493e-11	0.002664463638752475	0.034263913285137976	3.6859373779826902e-09	2.9889565021779854e-11	0.049379960481837445	4.4292521609784266e-10	0.006809051096506331	5.260426103130348e-09	0.015278980083047138	6.6994586791700916e-12	1.6495881038224764e-09	6.89547660261466e-13	5.845209873088175e-10	1.3084817985294662e-10	0.014054743906490372	0.04959589542461061	7.046347225314435e-13	0.006040228614635544	1.4071972568824905e-11	4.315148922356871e-12	2.5861373226957755e-10	1.1757253589281235e-09
TCGA-BR-7197-01A-11D-2201-08	208	0.5251236879667547	4.346783593053247e-09	0.0069265117352223775	6.535921615417098e-12	3.6921015541628458e-09	4.807999441696517e-11	0.03178946937286938	2.4059456430909014e-12	0.006230192485318025	3.0636607162085366e-09	2.777614882531822e-07	8.62512368513741e-09	0.015349791430494914	9.877169441780072e-10	6.550315015386868e-09	3.2678140780190094e-11	0.3707818961452921	2.1512846170769736e-09	1.1308895557612206e-09	1.9647940997275925e-10	1.9346035858887184e-09	0.0020795894843469876	1.520733108018945e-09	0.03708508418329312	3.1253212859148915e-11	2.802704250816919e-10	3.5701627270109885e-12	0.004633445673059098	2.123264969074437e-09	1.703411058327254e-08
TCGA-BR-7715-01A-11D-2053-08	148	0.6461820341605207	0.0072785933565054275	6.072205606908293e-10	1.8605214797964345e-11	2.6670759473972684e-10	0.09556943253563378	0.007956977151422883	5.7734122488994474e-11	1.584023335451244e-11	2.432607293976457e-09	1.131294423568499e-09	1.3271361340125977e-10	5.3755106398314635e-11	5.352932358953175e-11	1.4901748102574587e-10	2.8512516828447842e-09	0.13914300142855932	1.0310538570148245e-10	2.3646105456026306e-10	9.906451330923552e-12	2.8052627601493194e-11	1.1970292521946832e-10	3.2287584332536884e-10	0.040391359811158184	5.0778988666460436e-11	4.4271518329457166e-13	0.006373950137985867	0.05710464267325747	7.741478085838578e-11	2.5938543289217538e-11
TCGA-BR-7716-01A-21D-2053-08	179	0.07158572593014316	0.18068247884644098	0.053147227390482575	0.0045023401322430105	0.048378567657688026	0.1120032123180786	2.3343270303993536e-09	6.871827576610007e-10	5.630630201074777e-10	0.05034856295890206	0.012750750188396175	1.0049625653246827e-10	0.16857073914650714	3.610248164248536e-11	1.4292664696050047e-10	4.797422333591837e-07	0.06687055364318313	0.05846085230642685	1.8546135979962725e-12	0.06389356789186351	1.3783155002336397e-09	0.04793585879015032	2.6067559506512548e-09	0.05605138952903108	1.622004050544909e-09	6.620350556891503e-10	4.143672023082842e-14	2.7891811345567772e-08	0.004817504607144048	1.5089416984115687e-07
TCGA-BR-7717-01A-11D-2053-08	159	0.5873392968582101	0.006511080281697071	0.11785540039279513	2.0222098804314492e-09	1.0517807543863226e-09	0.05778873471516199	7.46282453909767e-10	2.834024108130901e-09	8.737837867959097e-10	6.569387874649923e-13	2.654965712604601e-13	2.3006031460293645e-12	0.026207719884736927	2.4936445161222643e-10	9.134241895808103e-11	8.184797140224819e-11	0.19199440008979596	1.1496257200330116e-09	7.646489017355131e-08	4.63797006194574e-11	4.0307933760730044e-10	0.01230324958409449	1.6004337253073414e-12	3.1708546938417966e-08	5.856423420448614e-12	2.0195790942464614e-11	1.9392510290462834e-10	1.8017148932670024e-10	4.7076970833040796e-11	1.8301569714901066e-11
TCGA-BR-7723-01A-11D-2053-08	182	0.3406004203654399	0.016704687548671195	0.022398753138111984	0.05876519747408377	1.5296250313484428e-10	0.013021555166556937	0.01057470794460898	1.5902698639518393e-10	0.023246259879589958	1.0941298243227195e-14	8.45915440706976e-10	1.0813160577777228e-09	1.0448966186103459e-08	1.6774846201345173e-11	4.897595413287945e-10	3.348673088144841e-13	0.3636663628469704	0.026195211014904803	2.4586263391350583e-10	3.6036164658611404e-05	0.029841305381178088	0.05247962183954835	1.213488502044393e-10	3.3537222032101396e-09	1.1008351140895348e-12	1.4123894052087632e-11	5.944090940152576e-10	0.009458608951797821	5.386477622316134e-11	0.03301125470437931
TCGA-BR-7901-01A-11D-2201-08	183	0.3375645832602411	0.03132623258982371	0.22458075625120244	1.6937657707514345e-08	2.5661336526139383e-09	4.0852023249435057e-10	0.03145865612304971	2.5605712404900004e-11	7.078524406212285e-05	8.191048027788674e-11	1.5540233784278093e-10	0.002456007043157785	0.01079189069326644	3.0637838338611972e-12	1.2883097728742353e-15	1.4243519437668783e-09	0.2873246782174931	3.452586200399074e-11	3.048165225161591e-11	1.1494676294407272e-12	0.012350289345498637	0.06207609538490647	6.160879961303604e-11	1.815757261815123e-10	3.6953674790604686e-09	2.2086191016205667e-11	3.998535144804593e-11	3.6419442840575604e-11	6.720550234094723e-11	7.424599499228673e-11
TCGA-BR-7959-01A-11D-2340-08	107	0.3851955623745611	0.043006375774508686	0.15692172590219267	1.7992829939823202e-10	3.7253385896632536e-13	0.21282661158631683	0.0070324080138721885	8.943101493111592e-11	2.728205622412565e-09	0.01422501956424997	6.860266441252507e-10	6.428205593573937e-12	0.023328452634460387	1.2722212346472581e-09	4.157621330840996e-09	2.894209177823106e-10	0.10819195968354443	5.172011849223024e-12	7.348044670126764e-09	3.934178279836908e-12	3.935486338221853e-12	2.5536277722292924e-11	5.357510453316848e-09	0.03652520410311216	2.9558354024248906e-13	1.112025057013985e-10	2.9981672164858426e-11	1.0331298102651066e-10	1.718666433317093e-10	0.012746657792733517
TCGA-BR-8077-01A-11D-2340-08	126	0.533696818712085	6.648622002933585e-11	0.1366514440596607	0.031377738522037256	1.7828092114605739e-10	2.525719230815998e-10	0.03349770932266614	2.092738314709083e-09	3.7327365135105014e-10	2.124876546914212e-09	1.0390268422029371e-09	6.703464126882082e-10	0.054723900738878964	5.844292905305547e-10	0.1274563668592335	4.0386135816222376e-11	0.04764764601227983	0.012796806052163665	4.154563183819405e-11	2.2558450446883142e-10	2.2171687215334996e-11	3.000944711040442e-10	4.005911451254873e-10	4.334774886510115e-09	3.1083940177149806e-10	1.8101112693795008e-11	9.229725603074947e-12	0.022151555421601216	5.386147243476329e-10	6.754303295145262e-10
TCGA-BR-8080-01A-11D-2340-08	208	0.3490380484287921	3.4076575127320006e-12	0.002997126496002538	7.029749158666929e-09	9.539882384710633e-10	0.11751572011375724	6.126810942945209e-11	0.058431471628251096	2.1095722371045163e-12	0.012069424020722764	1.0782477556251622e-11	0.01534333440021012	0.02436045882207891	5.770347767313728e-11	0.05315013089483661	1.2129714346281106e-10	0.27341711894137866	0.04466527832247519	8.362860223351823e-12	1.2040798931720513e-09	6.744491741472078e-10	2.8954468864339782e-08	3.853442054020694e-11	0.039697050118316646	3.4040448580573956e-09	1.161066933909268e-09	1.5749364445117928e-10	0.009314793504133747	2.098066219784193e-10	2.5643121226933245e-10
TCGA-BR-8286-01A-12D-2340-08	165	0.4456759370556152	0.03426328692599866	0.11729720164784176	9.307471512879387e-10	1.188944694353002e-09	0.01852875080498761	0.051184000809760696	1.1650290416920702e-09	1.9517202542081122e-09	5.04322858491082e-10	8.359922103332614e-10	3.941943355550199e-11	4.914082590585814e-10	5.871505449995578e-08	0.024926521237022953	1.4762719015208192e-10	0.18146977088884914	0.055980225096411644	8.140734095530451e-11	2.737792527675262e-12	0.028626307647964328	0.0169046954874341	5.9168995878750985e-09	1.611701267136051e-11	9.60944037782495e-11	1.6944417027264954e-09	3.164053561564335e-11	3.0045317897942826e-10	9.348941100613956e-10	0.025143227353162555
TCGA-BR-8289-01A-11D-2340-08	233	0.21242683950063768	0.0069393846750924896	0.11466062972779477	3.913394183709075e-09	5.473878553605315e-09	0.1634407839788101	0.031149805689262525	4.502579416183142e-09	0.0207654929609796	0.0021957108158129858	1.8729739626220505e-14	1.3022818815846641e-10	0.022847367768465965	3.948299609345477e-10	5.58412033346726e-11	2.5461741305287387e-10	0.3249427624458431	0.0006235246037763422	1.4076928678004199e-11	1.0797078536208153e-12	0.021815624449237993	2.1142073003364633e-11	3.0901559890994696e-12	0.06771538893812998	2.018215174218834e-08	1.9979185346006937e-09	0.01047664485654302	2.424912843384104e-13	1.6160763205739147e-09	1.0284479592163062e-09
TCGA-BR-8295-01A-11D-2340-08	57	0.3251101890989693	1.0962223501481993e-08	0.31513020872983516	6.954595054711725e-08	1.338385788545085e-06	5.646149337548634e-06	1.2651126311556657e-07	3.387683974309722e-07	5.9150687418052e-12	3.314247836423495e-07	1.0941534660288258e-07	2.7123878218882653e-07	0.06066819442173755	2.8868568784494436e-09	0.06651377028324311	2.7629430233331354e-07	0.22498904637572076	1.0717359430549096e-07	4.146600979176198e-08	2.647818084026633e-08	8.585581512799178e-09	4.429740031414498e-08	5.013603520420425e-09	5.549191643073505e-08	0.007561063558288427	1.750677250873184e-08	4.623424744031396e-08	1.854901481564863e-05	1.0467466801063862e-07	6.468019861616066e-12
TCGA-BR-8296-01A-11D-2340-08	89	0.763331018596243	0.017852483474540624	0.026873581307527726	6.86733285703529e-09	3.7033133239563694e-10	2.1967824545958837e-10	3.123781346108494e-12	4.812662517790169e-12	2.1387370134969778e-11	2.9070534857681114e-10	2.3995545312665368e-11	4.027676591650979e-11	0.13352980280122728	5.275094075229211e-10	1.5869741468544394e-10	5.0869600733860354e-11	3.3062119580679487e-11	8.300336676109861e-12	5.980226224500476e-11	3.7743126976319234e-10	3.724432682322878e-11	1.033902956728612e-10	2.6636207487925825e-15	0.03781824223812678	4.041911136171627e-11	7.063288815796747e-16	0.020594837253089453	3.7949853582579236e-15	2.5083105213750992e-08	7.762862601253997e-12
TCGA-BR-8297-01A-12D-2340-08	325	0.2292121306849383	5.207160691709073e-10	0.05369762515157135	4.6679248116932386e-09	4.54401410869351e-14	0.002052854645371349	3.432711417337879e-11	2.4266602627145516e-10	0.0321472937681542	3.571333801293593e-10	3.7012328504283654e-10	1.3899174027834015e-11	0.03273624205044397	6.782688540757286e-09	0.11508159481586343	2.3021520999400363e-11	0.48421995446031413	1.108749702636843e-09	9.846789146309093e-10	1.204883810647617e-10	0.00027803421732156523	2.0963444857897646e-12	3.694927482651299e-11	0.05057425452614685	2.846954331485932e-12	1.6017626155670984e-11	6.71953712766496e-13	3.0034726915614724e-10	6.872993180511796e-11	2.5753146869155688e-11
TCGA-BR-8365-01A-21D-2340-08	31	0.6662775940839074	0.05565751129993907	0.03471328290177599	0.10158476761871311	2.8400629492717086e-16	5.674553762167495e-08	5.035746390422404e-09	2.1239401280604156e-12	0.08204824000715716	1.6271054393382636e-08	4.0928200091113373e-13	4.4250102162643253e-14	3.544544655899246e-14	2.496017744518635e-10	1.1755363088431337e-09	4.236966303400224e-14	1.5767916421197082e-09	5.694598397803751e-07	2.1695538568174656e-08	3.1628299767604643e-13	7.393766744800175e-14	3.742750557446475e-07	4.2357881261939637e-10	0.019604665793417443	1.498202338200537e-08	2.615017280697567e-15	1.0572012486794146e-09	0.04011264844140885	2.2690260229034057e-07	5.248224683735681e-13
TCGA-BR-8369-01A-11D-2340-08	225	0.4966013354716821	1.0937063215559659e-10	0.007537254517318842	3.73905778623509e-09	3.496465277115013e-09	0.045136764941958105	0.009667717318090251	4.104993690869701e-10	0.062480027252133516	9.242149828220402e-11	6.287212793223278e-11	3.5476880551121606e-11	0.015358548434297436	2.2883442671586297e-08	3.871885151246481e-10	1.0173589436650089e-08	0.25888483012525515	8.012526390581723e-10	8.396801042550517e-11	0.025482985567472426	1.88404622807081e-10	1.8873582229610824e-10	0.006164011671982703	0.06910641667363704	4.894767776615948e-10	1.583213867211866e-10	0.003580058561085927	4.4963045383382737e-10	1.7413945151026046e-09	3.973518049187048e-09
TCGA-BR-8373-01A-11D-2340-08	102	0.2966861250401757	0.04319272566786438	0.0820204380771501	5.489724901482304e-12	4.5861556630469234e-11	0.24716212877486668	2.8171373015933465e-10	8.930530110285203e-13	0.0937907344440268	0.11268727324801522	2.23475365616633e-11	1.9465080550907653e-10	0.020334204140435106	1.4027987621634776e-10	3.37274125666476e-11	1.1452010964922656e-09	0.07216299869611409	9.853649643402007e-12	2.4780165375719364e-10	3.3856617348733235e-10	0.018748657666612798	4.439539813934132e-12	0.0025947786276250343	1.0012617323910177e-11	9.282218838316563e-11	5.352380362376921e-13	0.01061993264635052	2.4025243667349534e-11	1.5269381342131523e-10	2.1984870975575521e-10
TCGA-BR-8483-01A-31D-2394-08	150	0.6060420677876299	3.917219636583005e-11	9.278883071002281e-09	0.04013550619583489	8.969637700048965e-09	0.00046627262569903436	3.918200977041222e-12	5.412854489407572e-11	0.029450149597910907	2.2597823987039178e-10	1.176933602286218e-09	1.2915000793251056e-11	0.0030546939569777876	2.432275055845792e-11	4.0450550830161186e-12	3.458799080123403e-10	0.10456937848154492	0.07886269581854762	3.7694837082048014e-10	2.232327821252909e-11	2.248712741599394e-10	0.058738699011815075	0.024801900470808682	8.205300612958646e-14	3.045011373558768e-09	0.00884551241455225	5.656850823970807e-15	3.683422715115801e-10	1.2284873908753652e-08	0.04503308718040636
TCGA-BR-8484-01A-11D-2394-08	103	0.44442000871387743	0.0037785117052908405	0.09891846819833537	1.7906847235374104e-09	1.3906580500658221e-09	6.8459178006045365e-12	3.414027293233957e-09	2.0496406955000115e-11	3.7151241583683774e-09	0.00789388724340494	0.04821626590822324	1.9473779626881244e-09	0.0224360444435618	7.722269397444679e-11	1.7110493654478737e-10	3.049075253560042e-11	0.15722983651837844	1.4866905213877977e-11	0.012759207682626545	3.0813721827664885e-11	0.021576631184147373	4.849444593000974e-10	2.4029144695078567e-09	0.043223454896286005	6.686300484869203e-11	3.6636664451611362e-09	2.7080601038121505e-16	0.07253252841096779	1.4544253454205455e-14	0.06701513586678351
TCGA-BR-8485-01A-11D-2394-08	358	0.09958403072228408	5.203360343483542e-10	0.09449297369956623	1.6733984894422528e-11	3.15917697392494e-10	3.086396877912139e-11	5.01068489444499e-10	1.4497380030666455e-09	0.048181380051778175	2.0237479331075251e-10	4.171255385664876e-08	6.251325738476486e-09	0.012444881392854023	3.542726285756131e-11	3.4396503435967547e-10	2.443689047600439e-09	0.6603959217697003	7.022584609122546e-10	1.7638960686081077e-10	1.1327529187321161e-12	0.04984005515439052	7.589561673449855e-09	0.01813801342512773	3.326266447118965e-09	5.734934638193813e-11	5.336487590006979e-10	8.282983336974392e-11	2.0825836962998326e-10	0.016922677261281348	2.132843888334646e-11
TCGA-BR-8486-01A-31D-2394-08	121	0.21290500573093873	2.3007544647108405e-12	0.05942968514754446	3.599759335864275e-09	2.6870494300964392e-09	0.017526526512105366	8.509011643895824e-10	3.50541436651338e-09	0.04415041981437077	8.396644810972153e-11	2.098910155877911e-10	1.2072887338402573e-10	0.02210810068315562	0.08983261297962405	0.0316048543524824	0.039009283375776214	4.073156170703305e-11	0.019276006549569034	1.9122745613247533e-10	1.3945755441478183e-11	0.04900936889153314	0.08194662586493037	4.528365309704595e-10	0.05504307018554058	0.07660711256157937	1.2072710303802325e-08	3.268501504378665e-10	0.011685248129576305	5.185185280206801e-09	0.18986604987777517
TCGA-BR-8678-01A-11D-2394-08	128	0.5792775929964109	0.042101175782556205	9.709926525817513e-09	3.6454074920931206e-08	5.6088122097038876e-11	1.1688967429096713e-08	0.011814808175804149	8.173016940139788e-10	0.004856718763298639	0.08251935197842505	9.450946809662031e-08	1.4282392704854276e-10	0.07258672231071199	1.6735248318639325e-11	1.3764711982106541e-09	3.823559037814838e-11	0.06111913273852641	1.626550840229744e-08	4.3389751311894994e-10	9.34414832545986e-08	8.968654741824046e-12	3.158947728058608e-10	4.619797943618785e-09	0.00023870124897091324	1.0918633399904884e-09	1.1770377794397158e-12	4.5411463655702685e-10	8.860644035133568e-10	0.14548551614481922	7.531614001374404e-09
